Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat
ciit/fa16-bcs-3439/isb,csc301,9,0,0,0,10,2,8,2,9,35,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3439/isb,csc336,8,0,6,3,5,3,6,8,0,49,22,40,3,4,0,2,csc
ciit/fa16-bcs-3439/isb,csc339,4,10,0,2,4,5,10,3,17,19,24,35,5,3,0,7,csc
ciit/fa16-bcs-3439/isb,csc462,8,7,7,10,7,1,5,7,22,34,19,41,10,10,0,3,csc
ciit/fa16-bcs-3439/isb,mth242,5,1,1,3,2,4,0,1,7,25,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-3503/isb,csc301,8,0,1,9,7,1,6,3,17,40,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3503/isb,csc336,6,2,5,6,8,2,2,9,19,18,17,31,9,2,7,1,csc
ciit/fa16-bcs-3503/isb,csc339,2,0,10,9,4,3,3,1,24,45,15,36,5,0,6,1,csc
ciit/fa16-bcs-3503/isb,csc462,9,6,0,8,7,8,1,10,10,44,18,38,0,7,1,8,csc
ciit/fa16-bcs-3503/isb,mth242,4,6,9,1,1,0,4,6,7,28,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-3533/isb,csc301,3,9,7,3,7,9,9,1,20,28,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3533/isb,csc336,0,8,5,6,4,5,7,4,12,11,18,28,4,1,2,5,csc
ciit/fa16-bcs-3533/isb,csc339,2,5,10,7,4,0,7,7,8,38,25,44,7,7,6,9,csc
ciit/fa16-bcs-3533/isb,csc462,4,10,6,8,2,2,6,9,4,18,21,32,0,2,2,10,csc
ciit/fa16-bcs-3533/isb,mth242,8,10,10,3,9,2,5,2,14,42,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-3598/isb,csc301,4,1,8,2,6,7,3,2,1,40,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3598/isb,csc336,1,8,6,9,4,3,10,2,1,46,22,37,1,10,7,9,csc
ciit/fa16-bcs-3598/isb,csc339,7,8,10,1,1,1,9,10,13,36,21,25,5,1,7,1,csc
ciit/fa16-bcs-3598/isb,csc462,2,10,0,10,2,0,1,6,10,39,21,34,1,2,6,1,csc
ciit/fa16-bcs-3598/isb,mth242,7,5,9,0,2,9,1,5,12,33,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-3604/isb,csc301,8,5,9,2,0,0,10,6,14,18,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3604/isb,csc336,7,0,2,5,4,4,1,2,18,25,20,40,5,0,7,2,csc
ciit/fa16-bcs-3604/isb,csc339,6,3,1,9,6,2,2,1,12,20,18,29,5,6,5,4,csc
ciit/fa16-bcs-3604/isb,csc462,3,7,0,7,4,9,8,5,5,16,20,31,1,9,6,9,csc
ciit/fa16-bcs-3604/isb,mth242,8,4,7,7,8,0,5,7,21,16,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-3637/isb,csc301,4,6,8,6,10,0,2,0,15,41,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3637/isb,csc336,0,5,2,5,8,1,9,4,24,35,25,50,9,6,9,10,csc
ciit/fa16-bcs-3637/isb,csc339,10,2,4,3,7,7,9,7,23,30,17,35,9,3,4,9,csc
ciit/fa16-bcs-3637/isb,csc462,1,2,7,7,0,10,3,7,24,40,22,49,8,8,8,7,csc
ciit/fa16-bcs-3637/isb,mth242,5,3,5,2,1,10,9,0,4,38,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-3641/isb,csc301,9,3,5,5,8,9,9,7,12,19,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3641/isb,csc336,1,5,8,8,7,8,4,8,7,27,22,25,7,6,8,7,csc
ciit/fa16-bcs-3641/isb,csc339,10,1,2,1,3,4,1,8,22,28,15,48,0,10,3,2,csc
ciit/fa16-bcs-3641/isb,csc462,3,4,0,2,7,10,4,2,2,24,19,27,9,7,2,10,csc
ciit/fa16-bcs-3641/isb,mth242,6,6,9,3,5,0,4,1,22,29,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-367/isb,csc301,10,4,6,9,4,3,1,7,0,27,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-367/isb,csc336,1,9,4,10,3,10,3,3,9,10,21,40,1,3,1,6,csc
ciit/fa16-bcs-367/isb,csc339,3,10,7,2,4,4,2,8,8,14,15,47,9,3,10,6,csc
ciit/fa16-bcs-367/isb,csc462,6,5,10,0,3,6,10,1,6,47,19,46,0,4,7,5,csc
ciit/fa16-bcs-367/isb,mth242,2,4,2,3,5,2,3,5,25,32,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-3691/isb,csc301,8,4,7,9,10,9,4,5,23,30,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3691/isb,csc336,10,5,7,2,0,2,9,0,25,24,15,47,10,7,0,0,csc
ciit/fa16-bcs-3691/isb,csc339,5,3,1,10,5,4,8,0,25,13,22,25,7,3,6,8,csc
ciit/fa16-bcs-3691/isb,csc462,6,0,1,4,3,10,2,3,16,35,21,31,8,2,1,10,csc
ciit/fa16-bcs-3691/isb,mth242,0,2,3,1,5,10,0,0,4,34,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-3704/isb,csc301,5,7,7,5,6,1,0,4,2,41,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3704/isb,csc336,6,2,9,1,2,0,9,10,14,20,18,27,6,1,8,3,csc
ciit/fa16-bcs-3704/isb,csc339,8,5,5,5,4,8,9,4,18,37,22,34,5,0,6,0,csc
ciit/fa16-bcs-3704/isb,csc462,3,8,0,9,0,6,4,6,15,30,23,36,3,2,6,4,csc
ciit/fa16-bcs-3704/isb,mth242,10,1,1,3,9,8,9,4,14,15,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-3713/isb,csc301,2,6,9,3,6,6,3,6,3,49,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3713/isb,csc336,4,4,7,6,7,3,1,2,4,47,25,43,9,4,4,1,csc
ciit/fa16-bcs-3713/isb,csc339,7,3,7,1,0,0,9,9,10,17,20,40,2,9,8,4,csc
ciit/fa16-bcs-3713/isb,csc462,10,5,9,1,7,7,0,9,15,29,24,34,0,7,6,3,csc
ciit/fa16-bcs-3713/isb,mth242,0,2,0,7,2,8,0,0,0,22,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-3736/isb,csc301,4,3,9,5,3,9,1,7,20,10,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3736/isb,csc336,3,4,4,2,8,10,6,7,9,25,21,32,8,8,2,0,csc
ciit/fa16-bcs-3736/isb,csc339,8,0,6,0,10,0,6,8,21,48,21,47,8,6,1,10,csc
ciit/fa16-bcs-3736/isb,csc462,2,1,5,8,9,1,10,4,2,39,21,28,9,8,8,2,csc
ciit/fa16-bcs-3736/isb,mth242,4,3,6,5,1,7,8,7,10,45,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-3740/isb,csc301,6,1,4,5,0,9,3,1,3,15,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-3740/isb,csc336,2,7,0,0,3,9,9,1,1,33,20,26,7,8,4,10,csc
ciit/fa16-bcs-3740/isb,csc339,4,1,9,2,5,4,6,2,8,50,25,37,7,8,4,4,csc
ciit/fa16-bcs-3740/isb,csc462,6,3,9,2,5,7,3,10,17,28,24,33,1,9,2,8,csc
ciit/fa16-bcs-3740/isb,mth242,3,10,0,0,4,9,3,0,21,10,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-421/isb,csc301,3,9,7,4,8,4,8,8,2,31,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-421/isb,csc336,2,3,0,2,6,1,1,1,17,23,20,36,2,6,8,8,csc
ciit/fa16-bcs-421/isb,csc339,9,3,2,4,2,0,9,3,15,42,16,45,7,1,9,8,csc
ciit/fa16-bcs-421/isb,csc462,6,1,9,7,4,2,3,3,15,13,21,25,0,2,6,5,csc
ciit/fa16-bcs-421/isb,mth242,2,6,8,10,5,10,8,4,20,22,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-431/isb,csc301,6,3,6,6,4,3,6,7,17,48,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-431/isb,csc336,8,0,7,3,3,8,3,5,24,17,25,41,4,9,1,3,csc
ciit/fa16-bcs-431/isb,csc339,2,5,9,0,5,3,4,3,10,16,16,34,6,4,0,6,csc
ciit/fa16-bcs-431/isb,csc462,9,1,4,7,7,1,10,4,17,48,21,48,3,0,4,3,csc
ciit/fa16-bcs-431/isb,mth242,0,2,0,1,6,7,4,3,14,15,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-48/isb,csc301,7,3,8,6,5,1,10,2,7,28,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-48/isb,csc336,8,2,7,7,3,1,7,2,15,40,21,28,6,8,6,3,csc
ciit/fa16-bcs-48/isb,csc339,4,6,1,4,7,10,8,9,18,37,20,31,8,7,4,6,csc
ciit/fa16-bcs-48/isb,csc462,2,8,3,9,7,2,0,2,13,42,25,47,8,10,8,10,csc
ciit/fa16-bcs-48/isb,mth242,2,6,4,4,8,3,2,1,25,50,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-499/isb,csc301,8,10,4,8,6,5,8,0,14,46,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-499/isb,csc336,1,6,0,10,8,10,6,3,4,16,22,36,6,8,4,1,csc
ciit/fa16-bcs-499/isb,csc339,2,0,9,2,7,1,3,3,11,10,23,45,1,6,1,7,csc
ciit/fa16-bcs-499/isb,csc462,0,1,6,1,2,8,4,10,12,21,19,41,0,3,5,7,csc
ciit/fa16-bcs-499/isb,mth242,4,1,2,1,5,1,3,0,2,39,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-502/isb,csc301,2,2,9,2,7,6,2,9,12,28,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-502/isb,csc336,8,4,4,5,5,0,10,7,11,40,16,36,2,7,1,6,csc
ciit/fa16-bcs-502/isb,csc339,9,2,10,8,0,1,10,7,19,16,19,47,2,9,4,0,csc
ciit/fa16-bcs-502/isb,csc462,10,7,6,8,5,1,8,5,2,45,17,29,3,6,10,4,csc
ciit/fa16-bcs-502/isb,mth242,5,2,0,2,0,3,1,6,8,42,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-518/isb,csc301,1,8,2,8,6,3,9,3,20,26,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-518/isb,csc336,4,10,2,4,2,3,5,9,5,19,18,46,5,3,1,9,csc
ciit/fa16-bcs-518/isb,csc339,7,1,7,4,1,6,7,7,25,33,16,29,1,0,9,7,csc
ciit/fa16-bcs-518/isb,csc462,8,3,0,9,10,1,0,8,8,36,23,47,8,7,9,6,csc
ciit/fa16-bcs-518/isb,mth242,0,5,6,10,7,10,5,8,12,50,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-666/isb,csc301,6,10,0,2,9,8,0,0,17,11,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-666/isb,csc336,8,10,4,8,1,4,8,5,20,37,22,39,0,10,4,1,csc
ciit/fa16-bcs-666/isb,csc339,10,4,3,8,8,7,9,5,19,47,21,32,5,1,2,0,csc
ciit/fa16-bcs-666/isb,csc462,1,9,1,5,5,4,9,3,9,48,24,40,4,8,3,8,csc
ciit/fa16-bcs-666/isb,mth242,10,10,10,4,6,10,10,6,3,12,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-668/isb,csc301,3,7,4,5,10,1,6,5,9,16,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-668/isb,csc336,2,10,9,5,0,0,3,0,17,38,25,47,4,6,9,1,csc
ciit/fa16-bcs-668/isb,csc339,7,7,7,9,8,2,2,9,12,11,17,25,10,4,8,8,csc
ciit/fa16-bcs-668/isb,csc462,7,5,0,4,10,6,0,9,5,18,19,31,4,1,0,8,csc
ciit/fa16-bcs-668/isb,mth242,10,7,3,5,3,3,5,0,1,48,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-701/isb,csc301,0,3,3,5,10,8,9,1,17,38,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-701/isb,csc336,9,2,2,6,3,6,1,0,20,33,17,30,10,6,9,6,csc
ciit/fa16-bcs-701/isb,csc339,2,10,4,5,10,5,5,6,23,38,19,42,8,0,3,6,csc
ciit/fa16-bcs-701/isb,csc462,1,5,9,6,10,3,1,9,8,15,20,27,5,0,0,5,csc
ciit/fa16-bcs-701/isb,mth242,5,1,8,6,9,4,9,7,13,27,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-710/isb,csc301,5,6,9,7,0,6,9,7,10,41,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-710/isb,csc336,2,6,6,7,8,1,3,4,13,25,18,43,5,10,2,9,csc
ciit/fa16-bcs-710/isb,csc339,2,8,9,3,2,10,10,2,6,28,18,36,7,5,3,7,csc
ciit/fa16-bcs-710/isb,csc462,8,6,3,4,4,3,10,8,19,17,22,40,1,8,9,2,csc
ciit/fa16-bcs-710/isb,mth242,7,3,5,10,2,1,3,10,24,12,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-763/isb,csc301,2,8,3,9,1,10,5,5,12,19,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-763/isb,csc336,4,7,2,5,10,10,1,3,3,42,17,41,3,7,4,2,csc
ciit/fa16-bcs-763/isb,csc339,2,3,0,4,0,7,4,2,17,43,21,39,4,2,10,6,csc
ciit/fa16-bcs-763/isb,csc462,0,7,10,0,4,1,7,10,19,28,17,25,9,6,5,4,csc
ciit/fa16-bcs-763/isb,mth242,8,9,9,10,6,6,3,9,22,42,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-769/isb,csc301,5,0,0,5,7,0,3,8,4,32,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-769/isb,csc336,9,2,3,6,2,2,10,4,16,22,24,44,8,3,5,8,csc
ciit/fa16-bcs-769/isb,csc339,10,3,4,9,9,5,0,9,25,30,23,31,1,8,6,3,csc
ciit/fa16-bcs-769/isb,csc462,7,3,2,10,1,8,4,9,8,38,22,45,2,1,4,7,csc
ciit/fa16-bcs-769/isb,mth242,1,1,8,5,7,6,2,6,7,50,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-787/isb,csc301,0,5,4,3,10,6,4,2,16,17,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-787/isb,csc336,8,0,4,6,1,2,5,8,17,26,15,36,5,5,1,1,csc
ciit/fa16-bcs-787/isb,csc339,8,8,7,2,1,4,10,2,7,36,21,46,8,9,8,0,csc
ciit/fa16-bcs-787/isb,csc462,3,10,0,6,4,8,0,8,3,21,18,37,8,0,2,0,csc
ciit/fa16-bcs-787/isb,mth242,1,2,4,0,7,2,2,10,12,11,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-84/isb,csc301,4,2,2,6,10,9,4,5,8,27,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-84/isb,csc336,4,9,5,0,5,10,5,8,7,11,20,25,0,1,6,7,csc
ciit/fa16-bcs-84/isb,csc339,5,7,9,4,10,3,0,0,10,20,22,48,6,6,8,4,csc
ciit/fa16-bcs-84/isb,csc462,9,1,8,4,9,9,4,8,7,18,22,31,9,2,5,3,csc
ciit/fa16-bcs-84/isb,mth242,0,7,5,2,3,0,5,7,18,21,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-841/isb,csc301,6,4,10,5,7,6,9,9,4,16,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-841/isb,csc336,8,9,2,6,0,1,3,1,7,12,16,33,3,8,3,3,csc
ciit/fa16-bcs-841/isb,csc339,10,0,6,9,3,9,3,2,7,33,21,33,2,0,5,5,csc
ciit/fa16-bcs-841/isb,csc462,4,2,10,6,10,1,0,4,7,42,19,29,8,2,5,2,csc
ciit/fa16-bcs-841/isb,mth242,10,4,10,3,5,8,7,3,17,40,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-868/isb,csc301,9,2,2,6,6,8,3,4,15,13,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-868/isb,csc336,4,7,7,2,6,7,4,6,6,24,19,49,0,3,5,8,csc
ciit/fa16-bcs-868/isb,csc339,4,7,9,1,10,2,3,3,10,33,18,45,0,8,5,6,csc
ciit/fa16-bcs-868/isb,csc462,3,4,2,3,5,6,10,7,10,45,22,35,10,9,1,1,csc
ciit/fa16-bcs-868/isb,mth242,3,3,3,7,3,7,5,7,9,40,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-880/isb,csc301,6,1,5,9,6,9,4,1,24,33,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-880/isb,csc336,3,7,8,1,2,2,5,5,23,26,15,45,7,9,6,10,csc
ciit/fa16-bcs-880/isb,csc339,6,4,7,2,3,2,2,3,20,14,18,47,3,8,0,0,csc
ciit/fa16-bcs-880/isb,csc462,5,3,2,2,4,8,0,7,2,38,23,45,8,9,7,1,csc
ciit/fa16-bcs-880/isb,mth242,10,10,7,5,9,7,0,6,24,32,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-907/isb,csc301,10,0,0,3,10,3,4,9,17,12,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-907/isb,csc336,10,0,3,9,0,9,9,10,4,33,18,49,3,0,9,8,csc
ciit/fa16-bcs-907/isb,csc339,6,9,9,9,9,7,8,1,7,42,18,46,8,8,3,8,csc
ciit/fa16-bcs-907/isb,csc462,10,4,7,6,3,2,3,5,18,12,17,38,10,6,6,5,csc
ciit/fa16-bcs-907/isb,mth242,9,9,9,0,3,10,10,5,19,46,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-916/isb,csc301,4,6,4,3,6,10,10,9,12,30,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-916/isb,csc336,8,1,10,8,3,4,8,6,9,36,24,30,9,6,4,8,csc
ciit/fa16-bcs-916/isb,csc339,5,6,4,8,2,5,1,4,3,15,19,29,7,0,1,2,csc
ciit/fa16-bcs-916/isb,csc462,10,4,7,3,1,3,0,9,18,46,16,28,7,2,9,5,csc
ciit/fa16-bcs-916/isb,mth242,4,8,7,6,0,2,6,9,10,27,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-944/isb,csc301,4,8,10,5,10,9,10,0,14,21,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-944/isb,csc336,10,6,1,4,8,7,0,7,4,46,24,46,8,5,2,7,csc
ciit/fa16-bcs-944/isb,csc339,5,9,4,1,1,7,10,2,23,16,21,42,8,10,3,7,csc
ciit/fa16-bcs-944/isb,csc462,2,9,2,4,0,7,3,4,0,19,21,36,9,5,2,7,csc
ciit/fa16-bcs-944/isb,mth242,2,2,3,4,8,0,3,0,15,12,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-983/isb,csc301,6,10,4,2,5,10,7,6,0,19,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-983/isb,csc336,5,7,1,8,8,1,5,9,25,29,16,32,2,10,5,4,csc
ciit/fa16-bcs-983/isb,csc339,0,4,3,4,4,7,0,0,23,10,20,50,5,1,9,10,csc
ciit/fa16-bcs-983/isb,csc462,1,2,3,6,2,10,1,5,16,29,18,43,1,5,5,10,csc
ciit/fa16-bcs-983/isb,mth242,1,7,10,6,2,8,4,6,8,27,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa16-bcs-999/isb,csc301,1,10,4,7,5,6,5,2,9,33,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa16-bcs-999/isb,csc336,7,7,3,7,2,2,7,2,13,33,22,32,0,3,8,9,csc
ciit/fa16-bcs-999/isb,csc339,7,1,9,3,10,3,0,8,7,16,16,43,9,1,0,7,csc
ciit/fa16-bcs-999/isb,csc462,8,8,6,10,7,10,3,7,22,40,17,32,6,1,7,10,csc
ciit/fa16-bcs-999/isb,mth242,7,6,8,8,8,7,5,2,16,18,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa17-bcs-1033/isb,csc301,3,7,1,6,1,3,1,6,14,23,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa17-bcs-1033/isb,csc336,4,10,2,0,3,8,4,1,6,41,19,42,8,7,9,0,csc
ciit/fa17-bcs-1033/isb,csc339,4,2,3,5,3,2,8,10,14,28,25,44,10,2,5,4,csc
ciit/fa17-bcs-1033/isb,csc462,4,1,10,0,3,1,10,3,1,24,22,46,10,10,5,3,csc
ciit/fa17-bcs-1033/isb,mth242,10,4,9,10,6,3,3,5,9,19,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa17-bcs-1037/isb,csc301,2,9,5,6,1,9,9,2,10,21,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa17-bcs-1037/isb,csc336,7,8,4,9,8,7,0,6,19,21,15,33,4,7,7,1,csc
ciit/fa17-bcs-1037/isb,csc339,1,4,8,5,3,2,10,2,4,25,18,28,8,6,0,10,csc
ciit/fa17-bcs-1037/isb,csc462,4,7,4,0,1,10,3,5,12,34,16,26,7,6,9,3,csc
ciit/fa17-bcs-1037/isb,mth242,10,8,6,4,7,5,9,9,3,43,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa17-bcs-1038/isb,csc301,10,6,3,9,6,8,8,6,5,47,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa17-bcs-1038/isb,csc336,2,6,9,6,8,3,0,4,14,37,16,48,4,10,1,1,csc
ciit/fa17-bcs-1038/isb,csc339,3,0,0,8,0,2,7,1,10,50,17,50,7,9,2,6,csc
ciit/fa17-bcs-1038/isb,csc462,5,5,9,0,1,0,6,7,25,43,15,37,4,0,4,0,csc
ciit/fa17-bcs-1038/isb,mth242,9,3,0,0,6,10,0,2,4,45,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa17-bcs-1054/isb,csc301,5,3,3,5,5,8,7,6,15,10,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa17-bcs-1054/isb,csc336,3,1,6,6,8,1,9,2,11,34,20,31,8,1,3,6,csc
ciit/fa17-bcs-1054/isb,csc339,9,9,9,2,7,1,3,0,6,32,19,45,6,4,6,9,csc
ciit/fa17-bcs-1054/isb,csc462,5,0,2,10,2,0,9,5,0,26,20,29,6,4,10,10,csc
ciit/fa17-bcs-1054/isb,mth242,0,5,8,10,7,6,0,2,6,10,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa17-bcs-1067/isb,csc301,10,10,4,3,3,7,3,5,24,44,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa17-bcs-1067/isb,csc336,7,4,0,7,6,1,0,4,21,26,20,46,3,4,9,9,csc
ciit/fa17-bcs-1067/isb,csc339,8,5,8,9,8,4,2,5,16,41,20,30,7,0,10,1,csc
ciit/fa17-bcs-1067/isb,csc462,2,2,8,6,1,4,10,3,12,22,23,46,3,5,2,6,csc
ciit/fa17-bcs-1067/isb,mth242,2,8,6,1,7,5,7,0,24,23,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa17-bcs-1074/isb,csc301,5,0,6,9,2,2,1,3,22,46,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa17-bcs-1074/isb,csc336,6,2,0,2,7,7,1,7,8,18,16,44,10,2,5,6,csc
ciit/fa17-bcs-1074/isb,csc339,6,8,10,1,6,9,0,8,1,40,23,44,5,7,3,6,csc
ciit/fa17-bcs-1074/isb,csc462,5,4,5,4,9,2,6,3,5,43,19,26,7,7,9,0,csc
ciit/fa17-bcs-1074/isb,mth242,5,8,2,6,0,7,2,10,7,18,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa17-bcs-1080/isb,csc301,7,5,2,4,0,9,0,10,4,50,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa17-bcs-1080/isb,csc336,8,2,6,9,4,10,1,5,9,16,21,32,7,8,2,2,csc
ciit/fa17-bcs-1080/isb,csc339,6,0,5,0,1,7,1,8,5,18,20,48,2,4,0,8,csc
ciit/fa17-bcs-1080/isb,csc462,5,2,4,10,3,7,10,5,15,44,22,44,1,6,8,0,csc
ciit/fa17-bcs-1080/isb,mth242,2,6,3,7,2,0,7,7,17,28,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa17-bcs-1098/isb,csc301,8,6,10,2,4,7,3,4,21,41,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa17-bcs-1098/isb,csc336,3,7,3,3,10,10,10,8,1,28,19,28,7,10,6,1,csc
ciit/fa17-bcs-1098/isb,csc339,4,2,5,8,1,10,8,5,25,50,18,39,0,5,1,8,csc
ciit/fa17-bcs-1098/isb,csc462,0,4,0,10,4,7,0,1,13,30,18,37,8,9,3,8,csc
ciit/fa17-bcs-1098/isb,mth242,4,6,0,5,8,9,6,3,0,19,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa17-bcs-1124/isb,csc301,6,8,2,6,2,7,6,10,18,33,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa17-bcs-1124/isb,csc336,1,3,7,2,9,2,2,10,5,20,20,42,10,4,8,6,csc
ciit/fa17-bcs-1124/isb,csc339,6,8,9,7,8,9,6,9,17,35,22,38,6,10,5,5,csc
ciit/fa17-bcs-1124/isb,csc462,4,7,10,1,3,10,4,4,5,10,18,49,1,8,1,4,csc
ciit/fa17-bcs-1124/isb,mth242,7,4,7,6,3,5,9,4,22,48,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa17-bcs-1135/isb,csc301,3,4,0,2,4,2,10,0,9,14,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa17-bcs-1135/isb,csc336,10,0,2,1,3,0,8,3,11,28,20,42,1,8,0,3,csc
ciit/fa17-bcs-1135/isb,csc339,4,4,2,0,3,2,7,8,7,10,15,32,1,9,1,1,csc
ciit/fa17-bcs-1135/isb,csc462,8,5,1,1,6,3,2,5,13,34,19,36,9,2,8,0,csc
ciit/fa17-bcs-1135/isb,mth242,10,8,10,9,8,3,4,2,9,25,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa17-bcs-1149/isb,csc301,6,3,8,5,5,1,1,4,22,23,NULL,NULL,NULL,NULL,NULL,NULL,csc
