Registration_number,Gender_id,Domicile_id,Program_id,Session_id,Year_id,Status_id,Merit_rank,Academic_Standing_University,Academic_Standing_Department,Academic_Standing_Batch,PreAdmission_Score,Max_PreAdmission_score,Average_CourseCode_HUM_Gpa,Average_CourseCode_CSC_Gpa,Average_CourseCode_MTH_Gpa,Average_CourseCode_PHY_Gpa,Average_CourseCode_EEE_Gpa,Average_CourseCode_BIO_Gpa,Average_CourseCode_CSE_Gpa,Average_CourseCode_MGT_Gpa,Average_CourseCode_ENV_Gpa,Average_CourseCode_CSD_Gpa,Matric_inter_Improvement_index,Average_CGPA,Matric_Degree_id,Matric_Board_id,Matric_Marks,Max_Matric_Marks,Matric_Percentage,Matric_Rank,Matric_Board_Performance_Avg_Standpoint,Matric_Degree_Performance_Avg_Standpoint,Matric_Domicile_Performance_Avg_Standpoint,Matric_Performance_Avg_Standpoint,Matric_Student_Performance_Score,Inter_Board_id,Inter_Degree_id,Inter_Subject_id,Inter_Marks,Max_Inter_Marks,Inter_Percentage,Inter_Rank,Inter_Board_Performance_Avg_Standpoint,Inter_Degree_Performance_Avg_Standpoint,Inter_Domicile_Performance_Avg_Standpoint,Inter_Subject_Performance_Avg_Standpoint,inter_performance_Avg_Standpoint,Inter_Student_Performance_score,GPA_Semester_1,GPA_Semester_2,GPA_Semester_3,GPA_Semester_4,GPA_Semester_5,GPA_Semester_6,GPA_Semester_7,GPA_Semester_8,GPA_Semester_9,GPA_Semester_10,GPA_Semester_11,GPA_Semester_12
ciit/fa15-bse-389/isb,1,7,2,3,2,2,931,57,59,57,NULL,NULL,2.96714285714286,2.80888888888889,3.082,NULL,3.09666666666667,NULL,2.77285714285714,2.79,NULL,NULL,-0.02,2.9,1,22,801,1050,0.762857143,2989,-16.49,-17.16,-17.79,-2.14,3266,22,4,8,411,550,0.747273,1947,0.41,1.08,3.48,3.32,9.05,2122,3.34,3.15,2.63,2.99,2.8,3.12,2.22,2.94,NULL,NULL,NULL,NULL
ciit/fa15-bse-396/isb,1,NULL,2,3,NULL,2,3541,67,69,68,NULL,NULL,2.76,2.94,2.858,NULL,2.62333333333333,NULL,3.05,3.28,NULL,NULL,NULL,2.96,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2182,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2618,2.6,2.15,3.12,2.97,3.12,2.98,3.1,3.6,NULL,NULL,NULL,NULL
ciit/fa15-bse-4/isb,1,NULL,2,3,NULL,2,3542,54,56,56,NULL,NULL,2.70571428571429,2.78277777777778,2.776,NULL,2.72,NULL,2.88428571428571,3.04333333333333,NULL,NULL,NULL,2.83,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2183,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2619,2.88,2.17,2.75,2.78,3.11,2.84,2.82,3.27,NULL,NULL,NULL,NULL
ciit/fa15-bse-474/isb,2,7,2,3,2,2,1846,42,43,42,NULL,NULL,2.84857142857143,2.59777777777778,2.634,NULL,2.8,NULL,2.41714285714286,2.85,NULL,NULL,-0.12,2.64,1,22,912,1050,0.868571429,1465,5.52,4.36,3.73,8.63,1538,22,4,8,421,550,0.765455,1654,2.28,2.92,5.33,5.17,10.89,1834,3,2.82,3.05,2.1,2.58,2.33,2.33,2.92,NULL,NULL,NULL,NULL
ciit/fa15-bse-547/isb,1,7,2,3,1,2,2172,44,46,43,NULL,NULL,2.84,2.65944444444444,2.744,NULL,2.74333333333333,NULL,2.59714285714286,2.90333333333333,NULL,NULL,-0.09,2.75,1,28,857,1050,0.816190476,2335,-6.65,-6.3,-6.93,3.3,2702,28,4,8,818,1100,0.743636,2004,3.15,0.71,3.12,2.95,8.68,2046,3.14,2.46,2.82,2.43,2.63,2.66,2.6,3.26,NULL,NULL,NULL,NULL
ciit/fa15-bse-583/isb,2,NULL,2,3,NULL,2,3540,71,74,71,NULL,NULL,3.03571428571429,2.91833333333333,3.018,NULL,2.92333333333333,NULL,3.05571428571429,3.34666666666667,NULL,NULL,NULL,3.03,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2185,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2639,3.22,2.27,3.29,2.8,2.75,2.94,2.98,4,NULL,NULL,NULL,NULL
ciit/fa15-bse-585/isb,2,4,2,3,2,2,1111,50,52,52,NULL,NULL,2.83285714285714,2.72944444444444,2.356,NULL,3.01333333333333,NULL,2.82857142857143,2.74333333333333,NULL,NULL,-0.10,2.75,1,1,897,1100,0.815454545,2349,26.31,-6.45,6.28,3.22,1331,1,4,8,804,1100,0.730909,2198,3.55,-0.58,2.52,1.66,7.39,2161,2.96,2.61,2.85,1.92,2.32,3.47,2.78,3.06,NULL,NULL,NULL,NULL
ciit/fa15-bse-60/isb,1,7,2,3,2,1,1590,0,0,0,NULL,NULL,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,-0.24,NULL,1,5,879,1050,0.837142857,2011,-4.08,-2.04,-2.67,5.43,2421,5,4,8,696,1100,0.632727,3039,-13.08,-10.54,-8.13,-8.31,-2.57,3632,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa15-bse-67/isb,2,6,2,3,2,2,669,46,48,47,NULL,NULL,2.81142857142857,2.74888888888889,2.542,NULL,2.94333333333333,NULL,2.52,2.82333333333333,NULL,NULL,-0.07,2.7,2,27,720,900,0.8,2593,3.11,2.82,-12.4,1.65,2452,28,4,8,410,550,0.745455,1971,3.33,0.89,3.05,3.14,8.86,2028,3.11,2.76,3.11,2.22,2.96,2.6,2.43,2.4,NULL,NULL,NULL,NULL
ciit/fa15-bse-670/isb,2,7,2,3,2,2,2041,45,47,44,NULL,NULL,2.65428571428571,2.61833333333333,2.674,NULL,2.45333333333333,NULL,2.95571428571429,2.67,NULL,NULL,0.04,2.69,1,28,816,1050,0.777142857,2831,-14.65,-14.25,-14.88,-0.68,3150,28,4,8,446,550,0.810909,1045,9.98,7.53,9.94,9.79,15.5,1132,2.69,2.5,2.62,2.48,2.17,3.33,2.5,3.22,NULL,NULL,NULL,NULL
ciit/fa15-bse-72/isb,1,7,2,3,2,1,1803,50,52,50,NULL,NULL,2.84,2.79,2.69,NULL,2.84,NULL,NULL,NULL,NULL,NULL,-0.18,2.84,1,22,929,1050,0.884761905,1103,8.89,7.65,7.02,10.28,1200,22,4,4,401,550,0.729091,2217,-1.46,-0.77,1.64,6.3,7.2,2358,2.99,2.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa15-bse-75/isb,1,NULL,2,3,NULL,2,3543,30,30,31,NULL,NULL,2.49285714285714,2.40444444444444,2.626,NULL,2.58333333333333,NULL,2.06,2.58333333333333,NULL,NULL,NULL,2.44,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2186,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2638,2.86,2.45,2.49,2.5,2.44,2.46,1.52,2.82,NULL,NULL,NULL,NULL
ciit/fa15-bse-785/isb,1,5,2,3,2,2,1768,41,42,40,NULL,NULL,2.66428571428571,2.64444444444444,2.372,NULL,2.52666666666667,NULL,2.36714285714286,2.93333333333333,NULL,NULL,-0.18,2.57,1,28,817,1050,0.778095238,2819,-14.45,-14.06,-10.42,-0.58,3095,28,4,8,350,550,0.636364,3027,-7.75,-10.17,-3.75,-7.94,-2.2,3524,2.48,2.49,3.57,2.34,2.61,1.93,2.52,2.62,NULL,NULL,NULL,NULL
ciit/fa15-bse-795/isb,1,6,2,3,2,1,1678,11,11,9,NULL,NULL,1.455,0.97,1.455,NULL,1.455,NULL,NULL,NULL,NULL,NULL,-0.20,2.91,1,28,906,1050,0.862857143,1567,2.9,3.19,6.59,8.05,1587,28,4,8,758,1100,0.689091,2708,-2.39,-4.82,-2.86,-2.59,3.15,3263,2.91,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa15-bse-973/isb,1,7,2,3,2,2,1103,89,91,89,NULL,NULL,3.34714285714286,3.30611111111111,3.402,NULL,3.62,NULL,3.29857142857143,3.31,NULL,NULL,0.01,3.37,1,20,835,1050,0.795238095,2662,-25.42,-10.57,-11.2,1.16,3169,20,4,8,440,550,0.8,1166,5.77,6.42,8.83,8.68,14.39,1363,3.64,3.52,2.68,3.15,NULL,3.7,3.8,2.88,3.55,NULL,NULL,NULL
ciit/fa16-bcs-1016/isb,1,7,1,5,3,1,1697,0,0,0,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,-0.03,NULL,1,28,860,1050,0.819047619,2295,-6.07,-5.72,-6.35,3.59,2660,28,4,8,415,520,0.798077,1201,8.68,6.23,8.64,8.48,14.2,1284,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1084/isb,1,7,1,5,3,2,2176,68,66,70,NULL,NULL,3.23857142857143,2.9764,3.016,3.08,2.765,3.72,NULL,2.91,NULL,NULL,-0.12,3.03,1,28,849,1050,0.808571429,2475,-8.21,-7.85,-8.49,2.52,2822,28,6,4,361,510,0.707843,2520,-0.49,2.25,-0.51,4.14,5.05,2372,2.96,3.2,2.91,2.95,2.62,2.82,3.06,3.72,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1116/isb,1,7,1,5,3,2,1124,95,93,97,NULL,NULL,3.52166666666667,3.5196,3.59,3.445,3.48,3.79,NULL,3.56,NULL,NULL,-0.16,3.54,1,20,934,1050,0.88952381,996,5.43,8.62,7.99,10.76,1229,20,4,8,824,1100,0.749091,1918,0.61,1.26,3.67,3.51,9.23,2090,3.38,3.51,3.56,3.75,3.4,3.36,3.54,3.79,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1163/isb,1,2,1,5,3,2,1521,70,67,72,NULL,NULL,3.01666666666667,3.0652,2.906,2.985,3,3.22,NULL,2.94,NULL,NULL,-0.03,3.03,1,28,724,1050,0.68952381,3364,-32.58,-32.08,-41.38,-9.61,3646,6,4,4,732,1100,0.665455,2876,-37.11,-7.22,-5.07,-0.17,0.75,3697,3.06,2.91,2.94,2.81,3.06,2.8,3.46,3.22,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1178/isb,1,7,1,5,3,2,1650,94,93,96,NULL,NULL,3.59166666666667,3.4776,3.612,3.545,3.435,3.76,NULL,3.61,NULL,NULL,-0.12,3.53,1,28,906,1050,0.862857143,1567,2.9,3.19,2.56,8.05,1688,28,4,8,393,520,0.755769,1802,4.38,1.94,4.35,4.19,9.91,1865,3.58,3.51,3.61,3.68,3.26,3.34,3.47,3.76,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1191/isb,1,7,1,5,3,2,1128,74,71,77,NULL,NULL,2.79666666666667,3.1212,2.96,2.495,3.055,3.74,NULL,3.06,NULL,NULL,-0.20,3.05,1,22,1015,1100,0.922727273,417,16.8,15.38,14.75,14.15,508,22,4,8,407,550,0.74,2076,-0.34,0.34,2.75,2.58,8.31,2224,2.75,2.24,3.06,3.11,3.05,3.2,3.28,3.74,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1212/isb,1,7,1,5,3,2,686,62,60,65,NULL,NULL,2.74,2.9608,2.666,2.405,2.94,3.8,NULL,3.02,NULL,NULL,-0.09,2.9,1,22,986,1100,0.896363636,864,11.31,10.01,9.38,11.46,959,22,4,8,450,550,0.818182,933,7.7,8.27,10.67,10.52,16.24,1134,2.62,2.19,3.02,2.75,2.86,2.86,3.12,3.8,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1251/isb,2,7,1,5,3,2,1755,29,29,25,NULL,NULL,2.36166666666667,2.3036,2.262,1.98,2.355,3.54,NULL,3.54,NULL,NULL,-0.09,2.39,1,22,905,1100,0.822727273,2257,-4.02,-4.97,-5.6,3.96,2582,22,4,8,414,550,0.752727,1855,0.97,1.63,4.04,3.88,9.6,2017,2.33,1.63,2.71,2.32,2,1.98,2.58,3.54,NULL,NULL,NULL,NULL
ciit/fa16-bcs-127/isb,1,7,1,5,3,2,341,86,83,88,NULL,NULL,3.32857142857143,3.37346153846154,3.114,3.095,3.16,3.93,NULL,3.06,NULL,NULL,-0.17,3.31,2,27,726,900,0.806666667,2499,4.78,4.49,-8.87,2.33,2028,28,4,8,347,520,0.667308,2869,-4.61,-7.03,-4.62,-4.8,0.94,3412,3.45,2.74,3.06,3.06,3.26,3.4,3.56,3.93,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1271/isb,1,NULL,1,5,NULL,2,3574,39,38,41,NULL,NULL,1.94333333333333,2.586,0.996,1.76,1.83,2.9,NULL,1.75,NULL,NULL,NULL,2.13,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2200,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2640,2.53,0.99,1.61,1.75,0.73,0,1.94,2.86,3.11,2.93,2.87,NULL
ciit/fa16-bcs-1357/isb,1,7,1,5,3,2,1085,44,42,47,NULL,NULL,2.585,2.672,2.636,2.32,2.605,3.59,NULL,2.64,NULL,NULL,0.04,2.69,1,28,824,1050,0.784761905,2758,-13.09,-12.7,-13.33,0.09,3089,28,4,8,425,520,0.817308,948,10.63,8.18,10.59,10.44,16.15,1035,2.62,2.02,2.64,2.95,2.57,2.34,2.82,3.59,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1360/isb,1,7,1,5,3,2,938,26,26,21,NULL,NULL,2.41666666666667,2.1072,1.956,2.115,2.045,3.16,NULL,2.26,NULL,NULL,-0.07,2.31,2,27,641,900,0.712222222,3291,-18.84,-19.12,-28.09,-7.29,3445,27,1,8,725,1100,0.659091,2916,25.69,27.06,-5.46,-5.63,0.11,974,1.81,2.42,2.26,2.2,1.83,1.31,1.79,3.16,4,NULL,NULL,NULL
ciit/fa16-bcs-1422/isb,1,NULL,1,5,NULL,2,3575,55,53,60,NULL,NULL,3.14,2.8056,2.9,2.71,2.69,3.74,NULL,3.02,NULL,NULL,NULL,2.91,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2201,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2641,3.06,2.98,3.02,2.72,2.36,2.4,3,3.74,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1442/isb,1,7,1,5,3,2,942,97,96,98,NULL,NULL,3.63714285714286,3.65038461538462,3.706,3.625,3.46,3.72,NULL,3.52,NULL,NULL,-0.06,3.64,1,28,914,1050,0.87047619,1415,4.46,4.75,4.11,8.82,1539,28,4,8,426,520,0.819231,918,10.82,8.37,10.78,10.63,16.34,1015,3.61,3.64,3.52,3.88,3.4,3.68,3.7,3.72,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1460/isb,1,7,1,5,3,1,1476,37,36,39,NULL,NULL,2.868,2.448,2.65333333333333,3.19,1.58,NULL,NULL,1.58,NULL,NULL,-0.07,2.65,1,28,909,1050,0.865714286,1518,3.48,3.78,3.14,8.34,1626,28,4,8,883,1100,0.802727,1139,9.15,6.7,9.11,8.96,14.67,1232,3.68,2.7,1.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1559/isb,1,7,1,5,3,2,1512,73,70,76,NULL,NULL,3.05333333333333,3.06192307692308,2.972,2.905,2.815,3.61,NULL,3.09,NULL,NULL,-0.15,3.03,1,28,947,1050,0.901904762,753,10.89,11.14,10.51,12.03,887,20,4,8,840,1100,0.763636,1677,2.09,2.74,5.14,4.98,10.71,1862,2.9,2.91,3.09,2.98,2.54,2.6,3.63,3.61,NULL,NULL,NULL,NULL
ciit/fa16-bcs-157/isb,1,7,1,5,3,2,1234,25,25,19,NULL,NULL,2.48666666666667,1.9316,2.412,2.28,1.92,3.19,NULL,2.07,NULL,NULL,-0.06,2.14,1,22,813,1100,0.739090909,3177,-21.44,-21.99,-22.63,-4.56,3422,28,4,8,361,520,0.694231,2651,-1.87,-4.3,-1.89,-2.06,3.67,3194,2.49,2.34,2.07,2.41,1.11,1.69,1.79,3.19,2.15,NULL,NULL,NULL
ciit/fa16-bcs-1594/isb,1,7,1,5,3,2,1326,69,67,71,NULL,NULL,2.785,3.05730769230769,2.66,2.56,2.88,3.51,NULL,2.96,NULL,NULL,-0.16,2.94,1,28,868,1050,0.826666667,2184,-4.51,-4.17,-4.8,4.36,2544,28,4,8,362,520,0.696154,2627,-1.68,-4.11,-1.7,-1.87,3.87,3173,2.69,2.43,2.96,2.61,2.8,2.94,3.61,3.51,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1685/isb,1,7,1,5,3,2,2009,58,55,62,NULL,NULL,2.48,2.8376,2.856,2.365,2.44,3.26,NULL,1.96,NULL,NULL,-0.03,2.71,1,22,898,1100,0.816363636,2330,-5.35,-6.27,-6.9,3.31,2674,22,6,4,436,550,0.792727,1273,5.08,10.89,8.09,12.78,13.66,1288,2.77,2.06,1.96,2.75,2.92,3.2,2.73,3.26,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1697/isb,1,7,1,5,3,2,1203,81,79,84,NULL,NULL,3.255,3.2104,3.224,3.21,3.26,3.49,NULL,3.2,NULL,NULL,-0.21,3.23,2,27,731,900,0.812222222,2408,6.16,5.88,-7.74,2.89,1916,28,4,8,335,520,0.644231,2994,-6.95,-9.37,-6.96,-7.14,-1.4,3537,3.17,3.25,3.2,3.13,3.32,3.14,3.14,3.49,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1708/isb,1,7,1,5,3,2,1317,29,29,26,NULL,NULL,2.80714285714286,2.4172,2.464,2.575,2.025,3.65,NULL,2.05,NULL,NULL,-0.05,2.5,1,28,945,1050,0.9,790,10.5,10.75,10.12,11.83,928,28,4,8,444,520,0.853846,487,14.34,11.88,14.29,14.15,19.85,582,2.61,2.54,2.05,2.56,2,2,2.61,3.65,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1783/isb,1,7,1,5,3,2,1253,32,32,31,NULL,NULL,2.52666666666667,2.2608,1.872,2.39,2.225,3.55,NULL,2.05,NULL,NULL,-0.18,2.29,1,28,924,1050,0.88,1204,6.4,6.68,6.05,9.79,1346,28,4,8,790,1100,0.718182,2390,0.56,-1.87,0.54,0.37,6.1,2396,2.38,2.4,2.05,1,1.91,1.67,2.4,3.55,1.53,3.3,3,NULL
ciit/fa16-bcs-1793/isb,1,7,1,5,3,2,1263,44,42,47,NULL,NULL,2.97333333333333,2.1508,2.232,3.16,2.385,2.55,NULL,2.65,NULL,NULL,0.04,2.52,1,22,823,1100,0.748181818,3135,-19.54,-20.14,-20.78,-3.63,3374,22,4,4,426,550,0.774545,1541,3.21,3.84,6.25,10.93,11.81,1718,3.06,3.26,2.65,2.42,2.12,1.55,0,2.37,2.55,0,0,2.7
ciit/fa16-bcs-1815/isb,1,7,1,5,3,2,1659,36,36,37,NULL,NULL,2.46,2.5104,2.186,2.51,2.3,3.43,NULL,2.25,NULL,NULL,-0.13,2.46,1,28,907,1050,0.863809524,1550,3.09,3.39,2.76,8.15,1670,28,4,8,392,520,0.753846,1841,4.18,1.74,4.15,3.99,9.71,1904,2.33,2.21,2.25,2.02,2.35,2.32,2.81,3.43,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1830/isb,1,7,1,5,3,2,1229,85,82,86,NULL,NULL,3.32166666666667,3.2744,3.196,3.27,3.38,3.57,NULL,3.28,NULL,NULL,-0.16,3.29,1,22,937,1100,0.851818182,1775,2.03,0.95,0.32,6.92,1855,22,4,8,394,550,0.716364,2416,-2.77,-2.06,0.35,0.18,5.91,2516,3.34,3.2,3.28,3.08,3.48,3.14,3.26,3.57,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1831/isb,1,2,1,5,2,1,1628,14,14,12,NULL,NULL,1.62,0.72875,1.295,2.39,NULL,NULL,NULL,1.09,NULL,NULL,-0.09,1.47,1,6,857,1050,0.816190476,2335,14.77,-6.3,4.28,3.3,1705,6,4,4,410,550,0.745455,1971,-2.05,0.89,4.03,7.97,8.86,2199,1.5,2.39,1.09,1.54,0,0.85,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1841/isb,1,NULL,1,5,NULL,1,3571,0,0,0,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2197,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2633,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1852/isb,1,7,1,5,3,1,1764,13,13,11,NULL,NULL,0.835,0,1.67,1.67,NULL,NULL,NULL,NULL,NULL,NULL,-0.15,1.67,1,22,948,1050,0.902857143,739,12.66,11.34,10.7,12.12,826,22,4,8,846,1100,0.769091,1619,2.65,3.29,5.7,5.54,11.26,1783,1.67,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1890/isb,2,7,1,5,3,2,664,50,47,55,NULL,NULL,2.55166666666667,2.51038461538462,2.584,2.12,2.93,3.445,NULL,2.56,NULL,NULL,-0.07,2.56,1,28,907,1050,0.863809524,1550,3.09,3.39,2.76,8.15,1669,28,6,4,411,510,0.805882,1097,9.47,12.23,9.43,14.12,14.99,1020,2.12,2.46,2.56,1.64,2.4,2.28,2.66,3.59,3.3,NULL,NULL,NULL
ciit/fa16-bcs-1891/isb,1,NULL,1,5,NULL,2,3572,26,26,22,NULL,NULL,1.63666666666667,1.9056,1.858,1.825,2.22,3.03,NULL,1.25,NULL,NULL,NULL,1.77,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2198,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2630,2.11,1.54,1.72,1.25,0,1.41,0.64,2.46,2.59,3.03,1.09,1.65
ciit/fa16-bcs-1898/isb,1,NULL,1,5,NULL,2,3573,42,40,44,NULL,NULL,2.55666666666667,2.4808,2.538,2.405,2.455,3.02,NULL,2.7,NULL,NULL,NULL,2.5,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2199,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2631,2.7,2.11,2.7,2.6,2.21,2.02,2.68,3.02,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1917/isb,2,7,1,5,2,2,2703,27,27,23,NULL,NULL,2.37333333333333,2.082,2.114,2.315,1.725,3.28,NULL,1.7,NULL,NULL,-1.00,2.12,2,27,737,900,0.818888889,2301,7.83,7.54,-6.39,3.57,1800,27,1,8,0,1100,0,-1,NULL,NULL,NULL,NULL,NULL,2632,2.34,2.29,1.7,2.12,1.75,1.33,2,3.28,2.3,NULL,NULL,NULL
ciit/fa16-bcs-1918/isb,1,7,1,5,3,2,1944,26,26,22,NULL,NULL,2.36333333333333,2.0956,2.228,2.385,2.3,3.02,NULL,2.24,NULL,NULL,-0.02,2.25,1,22,870,1050,0.828571429,2161,-2.81,-3.78,-4.41,4.56,2496,28,4,8,422,520,0.811538,1039,10.04,7.59,10,9.85,15.56,1126,2.53,1.93,2.24,2.22,1.58,1.63,2.06,3.02,3,NULL,NULL,NULL
ciit/fa16-bcs-194/isb,1,5,1,5,3,2,1171,62,60,65,NULL,NULL,2.975,2.92730769230769,2.958,2.91,2.71,3.45,NULL,2.76,NULL,NULL,-0.10,2.93,2,27,675,900,0.75,3101,-9.39,-9.68,-16.46,-3.45,3083,27,1,4,743,1100,0.675455,2804,27.44,28.81,0.22,0.85,1.77,643,3.18,2.64,2.76,2.7,2.66,3,3.07,3.45,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1955/isb,1,7,1,5,3,2,1162,91,89,92,NULL,NULL,3.50166666666667,3.4076,3.478,3.565,3.04,3.61,NULL,3.14,NULL,NULL,-0.07,3.43,1,22,925,1100,0.840909091,1958,-0.24,-1.27,-1.9,5.81,2038,22,4,8,429,550,0.78,1452,3.77,4.39,6.8,6.65,12.37,1635,3.63,3.5,3.14,3.56,2.94,3.62,3.42,3.61,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1965/isb,1,NULL,1,5,NULL,2,3570,73,70,76,NULL,NULL,2.86833333333333,3.13230769230769,2.652,2.78,2.825,3.65,NULL,2.44,NULL,NULL,NULL,3.03,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2195,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2634,3.19,2.37,2.44,2.63,3.21,3.23,3.49,3.65,NULL,NULL,NULL,NULL
ciit/fa16-bcs-1989/isb,1,4,1,5,3,2,1007,79,76,82,NULL,NULL,3.22666666666667,3.2296,2.92,3.13,3.02,3.94,NULL,2.9,NULL,NULL,-0.02,3.22,1,22,846,1100,0.769090909,2934,-15.19,-15.89,-3.97,-1.5,3053,22,6,4,416,550,0.756364,1790,1.34,7.19,5.39,9.08,9.97,1747,3.38,2.88,2.9,2.72,3.14,3.42,3.35,3.94,NULL,NULL,NULL,NULL
ciit/fa16-bcs-2009/isb,2,5,1,5,3,2,1185,77,74,81,NULL,NULL,3.125,3.2132,2.95,3.03,2.975,3.56,NULL,3.07,NULL,NULL,-0.14,3.15,1,28,937,1050,0.892380952,943,8.94,9.2,14.17,11.06,916,28,4,8,397,520,0.763462,1692,5.16,2.72,9.16,4.97,10.69,1622,3.04,3.02,3.07,2.81,2.88,3.12,3.74,3.56,NULL,NULL,NULL,NULL
ciit/fa16-bcs-2022/isb,1,7,1,5,3,2,1876,57,54,61,NULL,NULL,2.855,2.95230769230769,2.696,2.61,2.79,3.85,NULL,2.84,NULL,NULL,-0.12,2.92,1,28,871,1050,0.82952381,2146,-3.93,-3.59,-4.22,4.65,2504,28,6,4,374,510,0.733333,2171,2.1,4.84,2.07,6.74,7.63,2002,2.56,2.66,2.84,2.62,2.74,2.94,3.14,3.85,NULL,NULL,NULL,NULL
ciit/fa16-bcs-2134/isb,1,7,1,5,3,1,1616,8,8,5,NULL,NULL,0.34,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,-0.14,0.68,1,28,936,1050,0.891428571,963,8.74,9.01,8.38,10.96,1101,24,4,8,421,550,0.765455,1654,3.01,2.92,5.33,5.17,10.89,1807,0.68,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa16-bcs-2142/isb,2,NULL,1,5,NULL,2,3567,36,36,37,NULL,NULL,2.57833333333333,2.49653846153846,2.558,2.455,1.995,3.85,NULL,1.8,NULL,NULL,NULL,2.54,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2196,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2635,2.38,2.53,1.8,2.75,2.19,2.38,2.41,3.85,NULL,NULL,NULL,NULL
ciit/fa16-bcs-2169/isb,1,3,1,5,3,2,1575,64,62,68,NULL,NULL,3.07166666666667,3.0044,2.656,2.945,2.89,3.7,NULL,2.95,NULL,NULL,-0.13,2.98,1,28,909,1050,0.865714286,1518,3.48,3.78,13.52,8.34,1334,28,4,8,391,520,0.751923,1876,3.99,1.55,-1.84,3.79,9.52,2149,3,2.89,2.95,2.22,2.83,3.12,3.14,3.7,NULL,NULL,NULL,NULL
